#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2020-09-27, 10:13:40,  -07:00,       ,   38.5625763, -121.3038864,    69.3, 29.90,   285.2,  28.2,   0.00,   0.00,   -8.10,   1.10,   0.71,  -0.00,  -0.02, 158.7, 346.7,  28.1,  28.1,   5.0,   0.4,  32.37,  23.96,     3.36,  157.87,   58.48,  14.07, 1115.3,  174.67,  187.48,  190.18,  200.47,  181.44,  195.83, 1001.89,  969.71,  984.70,  974.53, 1030.85,  990.28,   188.6,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   9.6,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:40,  -07:00,       ,   38.5625763, -121.3038864,    69.3, 29.90,   285.2,  28.2,   0.00,   0.00,   -8.10,   1.10,   0.71,  -0.00,  -0.02, 158.7, 346.7,  28.1,  28.1,   5.0,   0.4,  32.37,  23.96,     3.36,  157.87,   58.48,  14.07, 1115.3,  174.67,  187.48,  190.18,  200.47,  181.44,  195.83, 1001.89,  969.71,  984.70,  974.53, 1030.85,  990.28,   188.6,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   9.6,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:41,  -07:00,       ,   38.5625839, -121.3038864,    70.3, 29.90,   290.3,  28.2,   0.00,   0.00,   13.55,   1.10,   0.70,  -0.02,   0.00, 158.7, 346.7,  28.1,  28.1,   4.9,   0.4,  32.82,  24.09,     3.36,  157.81,   58.63,  14.07, 1115.8,  175.11,  187.87,  190.59,  200.96,  181.91,  196.32, 1006.22,  974.66,  988.86,  978.92, 1034.69,  993.94,   193.7,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   5.1,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:42,  -07:00,       ,   38.5625763, -121.3038864,    69.3, 29.90,   181.7,  28.2,   0.00,   0.00,    4.47,   1.14,   0.69,  -0.00,   0.01, 158.7, 346.7,  28.1,  28.1,   4.9,   0.4,  33.91,  24.22,     3.45,  157.76,   58.59,  14.10, 1115.6,  175.50,  188.22,  190.93,  201.38,  182.29,  196.73, 1009.44,  980.17,  992.13,  982.00, 1037.76,  997.80,    85.1,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   2.8,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:43,  -07:00,       ,   38.5625801, -121.3038864,    69.3, 29.90,   237.4,  28.2,   0.00,   0.00,    0.20,   1.18,   0.70,  -0.02,  -0.00, 158.6, 346.7,  28.1,  28.1,   4.7,   0.4,  34.81,  24.12,     3.46,  157.71,   58.53,  14.11, 1113.2,  175.83,  188.55,  191.26,  201.76,  182.70,  197.14, 1012.50,  984.49,  995.28,  984.58, 1041.45, 1003.23,   140.8,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   1.4,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:44,  -07:00,       ,   38.5625877, -121.3038864,    70.3, 29.90,   261.8,  28.0,   0.00,   0.00,    0.01,   1.19,   0.69,  -0.01,   0.06, 158.6, 346.7,  28.1,  28.1,   4.6,   0.4,  34.42,  24.07,     3.41,  157.66,   58.67,  14.07, 1117.9,  176.19,  188.92,  191.55,  202.17,  183.06,  197.54, 1016.17,  989.35,  998.57,  987.33, 1044.14, 1007.06,   165.2,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   6.0,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:45,  -07:00,       ,   38.5625801, -121.3038864,    69.3, 29.90,   185.6,  28.0,   0.00,   0.00,    0.00,   1.11,   0.71,  -0.01,  -0.04, 158.6, 346.7,  28.1,  28.1,   4.5,   0.3,  35.00,  24.02,     3.37,  157.60,   58.70,  14.08, 1120.4,  176.57,  189.27,  191.92,  202.56,  183.45,  197.93, 1020.82,  992.86, 1002.49,  991.05, 1047.93, 1010.43,    89.1,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   2.3,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:46,  -07:00,       ,   38.5625725, -121.3038864,    69.3, 29.90,   150.6,  28.0,   0.00,   0.00,    0.00,   1.07,   0.74,  -0.00,   0.00, 158.6, 346.7,  28.1,  28.1,   4.5,   0.3,  35.00,  23.98,     3.39,  157.54,   58.67,  14.06, 1119.6,  176.94,  189.66,  192.27,  202.98,  183.88,  198.32, 1025.58,  996.98, 1007.01,  995.65, 1052.11, 1013.12,    54.0,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   6.3,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:47,  -07:00,       ,   38.5625648, -121.3038864,    69.3, 29.90,   131.5,  28.0,   0.00,   0.00,   -2.26,       ,       ,       ,       , 158.5, 346.7,  28.1,  28.1,   4.4,   0.4,  35.00,  23.88,     3.31,  157.49,   58.73,  14.04, 1120.3,  177.36,  190.03,  192.63,  203.41,  184.26,  198.79, 1029.71, 1000.49, 1012.65,  999.61, 1056.47, 1015.23,    35.0,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   3.9,     3D, 3704,      ,       ,      ,       
2020-09-27, 10:13:48,  -07:00,       ,   38.5625610, -121.3038864,    70.3, 29.90,   120.7,  28.0,   0.00,   0.00,   -0.17,       ,       ,       ,       , 158.5, 346.7,  28.1,  28.1,   4.3,   0.3,  34.30,  23.83,     3.37,  157.44,   58.82,  14.06, 1126.6,  177.83,  190.55,  193.12,  203.92,  184.80,  199.29, 1033.07, 1004.30, 1017.69, 1011.05, 1059.25, 1018.49,    24.1,   0,  GPS,    9.8, 113.90, 113.90, 120.650, 118.325,       ,       ,       ,      ,       ,       ,   13.3,       ,      ,       ,      ,      ,   3.2,     3D, 3704,      ,       ,      ,       
