#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2020-10-29, 11:14:34,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    10.4,  19.5,   0.00,   0.00,    5.96,   1.99,   0.51,  -0.02,  -0.00,  73.7, 346.8,  28.1,  28.1,   3.7,   0.0,  31.70,  32.24,     2.47,  116.97,   57.65,  13.97,  849.8,  120.33,  123.65,  121.92,  127.70,  120.90,  126.63,  973.54,  901.50,  918.29,  903.03,  947.81,  931.88,   -97.7,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -1.7,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:35,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    10.4,  19.5,   0.00,   0.00,    5.96,   1.96,   0.49,  -0.02,  -0.00,  73.7, 346.8,  28.1,  28.1,   3.7,   0.0,  31.70,  32.24,     2.47,  116.97,   57.65,  13.97,  849.8,  120.33,  123.65,  121.92,  127.70,  120.90,  126.63,  973.54,  901.50,  918.29,  903.03,  947.81,  931.88,   -97.3,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   0.2,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:35,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    10.9,  19.2,   0.00,   0.00,    4.80,   1.99,   0.52,   0.00,   0.00,  73.7, 346.8,  28.1,  28.1,   3.6,  -0.0,  31.43,  32.24,     2.49,  116.95,   57.50,  14.05,  846.3,  120.73,  124.15,  122.35,  128.17,  121.26,  127.10,  975.73,  904.06,  920.73,  903.33,  949.56,  935.60,   -97.3,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   0.2,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:36,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    11.2,  19.2,   0.00,   0.00,   -7.16,   1.98,   0.49,  -0.02,   0.00,  73.7, 346.8,  28.1,  28.1,   3.6,   0.0,  31.34,  32.23,     2.48,  116.91,   57.57,  14.02,  846.9,  121.21,  124.74,  122.87,  128.80,  121.73,  127.66,  978.32,  907.39,  924.43,  905.11,  952.94,  939.81,   -97.0,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -2.9,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:37,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    11.4,  19.2,   0.00,   0.00,   -0.68,   1.97,   0.51,  -0.00,   0.03,  73.7, 346.8,  28.1,  28.1,   3.5,   0.0,  31.48,  32.23,     2.47,  116.88,   57.41,  14.20,  837.5,  121.64,  125.25,  123.25,  129.31,  122.08,  128.08,  982.59,  909.97,  929.28,  908.49,  957.42,  943.28,   -96.7,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -2.3,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:38,  -06:00,       ,   37.4551659, -122.1144943,    35.5, 30.13,    11.5,  19.2,   0.00,   0.00,   -0.02,   1.97,   0.53,  -0.01,  -0.01,  73.7, 346.8,  28.1,  28.1,   3.5,   0.0,  31.34,  32.23,     2.40,  116.85,   57.71,  14.04,  849.4,  122.01,  125.71,  123.67,  129.85,  122.49,  128.48,  985.66,  911.28,  933.25,  912.34,  959.10,  946.94,   -96.7,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -7.1,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:39,  -06:00,       ,   37.4551659, -122.1144943,    35.5, 30.13,    12.1,  19.2,   0.00,   0.00,   -0.00,   1.97,   0.49,  -0.00,  -0.00,  73.7, 346.8,  28.0,  28.0,   3.5,   0.0,  31.34,  32.22,     2.50,  116.82,   57.73,  13.93,  854.9,  122.46,  126.23,  124.11,  130.35,  122.87,  128.99,  988.39,  913.16,  937.06,  914.96,  960.98,  950.43,   -96.1,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   5.0,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:40,  -06:00,       ,   37.4551659, -122.1144943,    35.5, 30.13,    12.1,  19.0,   0.00,   0.00,   -0.00,   2.02,   0.51,  -0.01,   0.01,  73.7, 346.8,  28.1,  28.0,   3.3,  -0.0,  31.25,  32.22,     2.47,  116.78,   57.62,  13.95,  853.5,  122.88,  126.76,  124.54,  130.93,  123.27,  129.43,  991.23,  914.31,  939.11,  917.80,  962.52,  954.09,   -96.1,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -3.6,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:41,  -06:00,       ,   37.4551659, -122.1144943,    35.5, 30.13,    12.4,  19.0,   0.00,   0.00,   -0.00,   2.01,   0.49,  -0.02,   0.02,  73.7, 346.8,  28.1,  28.1,   3.4,   0.0,  31.17,  32.22,     2.48,  116.75,   57.60,  13.98,  851.9,  123.31,  127.29,  125.00,  131.44,  123.67,  129.91,  994.54,  917.06,  942.01,  920.94,  964.09,  957.55,   -95.8,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -3.0,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:42,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    12.7,  19.0,   0.00,   0.00,   -0.00,   1.93,   0.49,  -0.01,  -0.02,  73.7, 346.8,  28.1,  28.1,   3.3,  -0.0,  31.16,  32.22,     2.49,  116.72,   57.59,  13.97,  851.7,  123.73,  127.84,  125.43,  132.01,  124.09,  130.41,  996.06,  920.26,  944.84,  922.04,  967.42,  961.75,   -95.5,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -1.9,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:43,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    12.8,  19.0,   0.00,   0.00,   -0.00,   1.97,   0.49,   0.00,  -0.02,  73.7, 346.8,  28.1,  28.1,   3.3,   0.0,  31.36,  32.23,     2.47,  116.68,   57.70,  13.94,  856.4,  124.20,  128.40,  125.92,  132.55,  124.51,  130.89,  999.91,  922.90,  947.82,  921.55,  969.72,  965.41,   -95.4,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -1.1,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:44,  -06:00,       ,   37.4551620, -122.1144943,    35.5, 30.13,    12.9,  19.0,   0.00,   0.00,   -0.00,   1.93,   0.48,  -0.01,  -0.01,  73.7, 346.8,  28.0,  28.0,   3.2,   0.0,  31.74,  32.23,     2.51,  116.64,   57.69,  13.95,  855.1,  124.62,  129.00,  126.37,  133.09,  124.93,  131.44, 1001.86,  925.46,  950.32,  921.83,  972.39,  968.91,   -95.3,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -0.5,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:46,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    12.9,  19.0,   0.00,   0.00,   -9.92,   1.98,   0.47,  -0.00,   0.01,  73.7, 346.8,  28.0,  28.0,   3.2,   0.0,  32.08,  32.23,     2.46,  116.60,   57.67,  13.98,  852.3,  125.22,  129.64,  126.94,  133.86,  125.48,  132.04, 1003.76,  926.96,  952.80,  922.53,  975.01,  972.39,   -95.2,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -1.5,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:47,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    13.0,  18.8,   0.00,   0.00,   -0.57,   1.93,   0.48,  -0.02,  -0.01,  73.7, 346.8,  28.0,  28.0,   3.1,  -0.0,  32.34,  32.22,     2.42,  116.55,   57.69,  13.96,  854.0,  126.01,  130.60,  127.74,  134.80,  126.23,  132.87, 1005.82,  929.27,  957.09,  925.04,  978.85,  975.39,   -95.1,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   1.6,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:48,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    13.0,  18.8,   0.00,   0.00,   -0.02,   2.01,   0.48,  -0.00,   0.05,  73.7, 346.8,  28.1,  28.1,   3.1,  -0.0,  32.32,  32.22,     2.48,  116.51,   57.59,  14.01,  851.6,  126.47,  131.23,  128.26,  135.35,  126.69,  133.46, 1006.77,  931.34,  959.66,  929.26,  978.60,  980.40,   -95.2,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -0.4,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:49,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    12.8,  18.8,   0.00,   0.00,    0.61,   1.94,   0.45,   0.01,  -0.03,  73.7, 346.8,  28.0,  28.0,   3.0,  -0.1,  32.14,  32.22,     2.46,  116.48,   57.72,  13.93,  855.4,  126.94,  131.75,  128.76,  135.96,  127.14,  133.92, 1006.84,  933.83,  961.50,  934.28,  978.74,  983.86,   -95.4,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -2.9,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:50,  -06:00,       ,   37.4551582, -122.1144943,    36.5, 30.13,    12.6,  18.8,   0.00,   0.00,   14.85,   2.00,   0.45,  -0.01,   0.05,  73.7, 346.8,  28.1,  28.1,   3.1,  -0.0,  32.18,  32.23,     2.49,  116.44,   57.72,  13.90,  858.9,  127.50,  132.48,  129.29,  136.63,  127.66,  134.59, 1008.48,  935.83,  963.86,  939.87,  981.82,  986.26,   -95.5,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -0.8,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:51,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    12.3,  18.8,   0.00,   0.00,    1.07,   1.96,   0.45,   0.00,  -0.02,  73.7, 346.8,  28.0,  28.0,   2.9,  -0.0,  32.03,  32.23,     2.40,  116.41,   57.75,  13.96,  856.4,  127.94,  133.01,  129.72,  137.19,  128.08,  135.02, 1010.46,  938.54,  965.17,  944.24,  984.79,  988.64,   -95.9,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -2.7,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:52,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    11.9,  18.8,   0.00,   0.00,    2.16,   1.96,   0.46,  -0.00,  -0.01,  73.7, 346.8,  28.1,  28.0,   3.0,  -0.0,  32.01,  32.24,     2.46,  116.37,   57.89,  13.88,  861.5,  128.38,  133.59,  130.19,  137.70,  128.51,  135.53, 1011.80,  940.37,  966.43,  946.82,  986.47,  991.38,   -96.2,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   0.3,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:53,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    11.4,  18.8,   0.00,   0.00,    4.22,   1.98,   0.47,  -0.01,   0.03,  73.7, 346.8,  28.1,  28.1,   2.9,  -0.1,  32.25,  32.23,     2.44,  116.33,   57.90,  13.87,  861.8,  128.86,  134.15,  130.70,  138.31,  128.99,  136.05, 1012.49,  941.46,  969.20,  949.19,  987.65,  994.18,   -96.7,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -0.8,     3D, 3704,      ,       ,      ,       
2020-10-29, 11:14:54,  -06:00,       ,   37.4551582, -122.1144943,    35.5, 30.13,    10.8,  18.5,   0.00,   0.00,   -2.00,   1.97,   0.47,  -0.01,  -0.03,  73.7, 346.8,  28.0,  28.0,   2.8,  -0.0,  32.91,  32.22,     2.47,  116.30,   57.82,  13.89,  862.1,  129.35,  134.74,  131.20,  138.90,  129.46,  136.60, 1013.54,  942.16,  971.84,  955.64,  989.14,  996.06,   -97.4,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -2.6,     3D, 3704,      ,       ,      ,       
