#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2020-10-28, 11:11:32,  -06:00,       ,             ,             ,   -10.9, 30.11,        ,  18.5,   0.00,       ,   -2.80,   5.62,   0.60,  -0.01,   0.01,  70.1,      ,  28.0,  28.0,   4.3,  -0.0,  31.30,  31.91,     3.31,   57.53,   63.22,  15.63,  884.5,   63.80,   59.59,   61.78,   61.28,   59.25,   60.33,  956.54,  873.58,  911.38,  844.49,  890.05,  914.39,        ,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2020-10-28, 11:11:33,  -06:00,       ,             ,             ,   -10.9, 30.11,        ,  18.5,   0.00,       ,   -2.80,   5.62,   0.60,  -0.01,   0.01,  70.1,      ,  28.0,  28.0,   4.3,  -0.0,  31.30,  31.91,     3.31,   57.53,   63.22,  15.63,  884.5,   63.80,   59.59,   61.78,   61.28,   59.25,   60.33,  956.54,  873.58,  911.38,  844.49,  890.05,  914.39,        ,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -1.3,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:33,  -06:00,       ,   37.4541969, -122.1144791,   -10.9, 30.11,    -1.5,  18.2,   0.00,   0.00,   -0.44,   5.60,   0.62,  -0.01,  -0.01,  70.1, 346.8,  28.0,  28.0,   4.3,  -0.1,  31.27,  31.91,     3.37,   57.54,   63.26,  15.58,  889.6,   64.24,   60.17,   62.25,   61.85,   59.63,   60.93,  960.59,  876.73,  915.72,  848.02,  896.05,  916.72,  -109.7,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -1.3,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:34,  -06:00,       ,   37.4541969, -122.1144791,   -10.9, 30.11,    -1.5,  18.2,   0.00,   0.00,   11.97,   5.59,   0.63,  -0.02,  -0.05,  70.1, 346.8,  28.0,  28.0,   4.1,  -0.0,  31.18,  31.90,     3.30,   57.54,   63.26,  15.55,  888.8,   64.79,   60.84,   62.78,   62.63,   60.14,   61.64,  962.94,  880.20,  919.50,  851.13,  900.50,  919.48,  -109.7,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   0.6,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:35,  -06:00,       ,   37.4541969, -122.1144791,   -10.9, 30.11,    -1.6,  18.2,   0.00,   0.00,   13.36,   5.60,   0.60,  -0.01,  -0.01,  70.1, 346.8,  28.1,  28.1,   4.1,  -0.0,  31.13,  31.90,     3.40,   57.54,   63.20,  15.65,  886.9,   65.20,   61.31,   63.18,   63.21,   60.56,   62.16,  966.36,  883.55,  922.89,  853.73,  904.34,  922.67,  -109.8,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -0.3,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:36,  -06:00,       ,   37.4541969, -122.1144791,   -10.9, 30.11,    -1.7,  18.2,   0.00,   0.00,    0.82,   5.60,   0.64,  -0.01,  -0.03,  70.1, 346.8,  28.0,  28.0,   4.0,  -0.0,  31.10,  31.90,     3.43,   57.54,   63.24,  15.56,  892.7,   65.63,   61.85,   63.64,   63.87,   60.94,   62.73,  969.09,  886.55,  926.90,  858.15,  906.85,  926.31,  -109.8,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -0.0,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:37,  -06:00,       ,   37.4541969, -122.1144791,   -10.9, 30.11,    -1.8,  18.2,   0.00,   0.00,    0.03,   5.60,   0.63,  -0.00,   0.00,  70.1, 346.8,  28.0,  28.0,   3.9,  -0.0,  31.08,  31.91,     3.34,   57.55,   63.26,  15.51,  894.5,   66.14,   62.47,   64.13,   64.53,   61.38,   63.40,  970.24,  889.54,  930.27,  861.38,  911.09,  929.52,  -110.0,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   1.3,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:38,  -06:00,       ,   37.4541969, -122.1144791,   -10.9, 30.11,    -2.0,  18.0,   0.00,   0.00,    0.00,   5.60,   0.64,  -0.01,   0.00,  70.2, 346.8,  28.0,  28.0,   3.9,  -0.0,  31.07,  31.91,     3.38,   57.55,   63.22,  15.54,  893.3,   66.71,   63.15,   64.68,   65.32,   61.92,   64.10,  970.67,  892.15,  933.25,  864.49,  917.02,  932.25,  -110.2,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -1.6,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:39,  -06:00,       ,   37.4542007, -122.1144638,   -10.9, 30.11,    -2.1,  18.0,   0.00,   0.00,    0.00,   5.62,   0.67,  -0.01,  -0.01,  70.2, 346.8,  28.1,  28.1,   3.9,  -0.0,  31.07,  31.91,     3.32,   57.56,   63.22,  15.57,  892.6,   67.27,   63.82,   65.24,   66.03,   62.45,   64.84,  970.60,  895.14,  935.45,  868.86,  923.58,  934.73,  -110.2,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,  -0.2,     3D, 3704,      ,       ,      ,       
2020-10-28, 11:11:40,  -06:00,       ,   37.4542007, -122.1144638,   -10.9, 30.11,    -2.0,  18.0,   0.00,   0.00,    0.00,   5.61,   0.65,  -0.01,  -0.02,  70.2, 346.8,  28.1,  28.1,   3.8,  -0.0,  31.06,  31.91,     3.35,   57.56,   63.24,  15.57,  894.9,   67.81,   64.50,   65.77,   66.74,   62.96,   65.52,  970.82,  898.66,  937.01,  873.85,  928.84,  937.88,  -110.2,   0,  GPS,  312.6, 117.70, 113.90, 125.000, 118.600,       ,       ,       ,      ,       ,       ,   13.2,       ,      ,       ,      ,      ,   2.8,     3D, 3704,      ,       ,      ,       
